movieId,Community,title,genres
357,9,Four Weddings and a Funeral (1994),Comedy|Romance
217,16,"Babysitter, The (1995)",Drama|Thriller
43928,15,Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller
55765,4,American Gangster (2007),Crime|Drama|Thriller
282,9,Nell (1994),Drama
1247,4,"Graduate, The (1967)",Comedy|Drama|Romance
310,1,Rent-a-Kid (1995),Comedy
122924,11,X-Men: Apocalypse (2016),Action|Adventure|Fantasy|Sci-Fi
2990,16,Licence to Kill (1989),Action|Adventure|Thriller
91,16,,
4848,22,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
103,22,Unforgettable (1996),Mystery|Sci-Fi|Thriller
3156,18,Bicentennial Man (1999),Drama|Romance|Sci-Fi
552,29,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
566,5,,
77561,22,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX
298,22,Pushing Hands (Tui shou) (1992),Drama
31921,7,"Seven-Per-Cent Solution, The (1976)",Adventure|Comedy|Crime|Drama|Mystery|Thriller
2376,18,"View to a Kill, A (1985)",Action|Adventure|Thriller
292,18,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
43,18,Restoration (1995),Drama
127146,18,Kurt Cobain: Montage of Heck (2015),Documentary
50,18,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
46,18,How to Make an American Quilt (1995),Drama|Romance
119141,0,The Interview (2014),Action|Comedy
564,0,Chasers (1994),Comedy
1963,5,Take the Money and Run (1969),Comedy|Crime
3107,18,Backdraft (1991),Action|Drama
4738,12,Happy Accidents (2000),Romance|Sci-Fi
74532,4,Cop Out (2010),Action|Comedy|Crime
1702,22,Flubber (1997),Children|Comedy|Fantasy
382,22,Wolf (1994),Drama|Horror|Romance|Thriller
122890,4,Warcraft (2016),Action|Adventure|Fantasy
1527,17,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
48,6,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
183897,19,Isle of Dogs (2018),Animation|Comedy
338,19,Virtuosity (1995),Action|Sci-Fi|Thriller
162606,21,The Accountant (2016),Crime|Drama|Thriller
122882,0,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller
475,10,In the Name of the Father (1993),Drama
2772,9,Detroit Rock City (1999),Comedy
8665,9,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
7,0,Sabrina (1995),Comedy|Romance
1704,18,Good Will Hunting (1997),Drama|Romance
26,18,Othello (1995),Drama
66171,7,Push (2009),Sci-Fi|Thriller
46970,22,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy
733,18,"Rock, The (1996)",Action|Adventure|Thriller
469,15,"House of the Spirits, The (1993)",Drama|Romance
39183,7,Brokeback Mountain (2005),Drama|Romance
256,10,Junior (1994),Comedy|Sci-Fi
3863,2,"Cell, The (2000)",Drama|Horror|Thriller
7034,0,Show Me Love (Fucking Åmål) (1998),Drama|Romance
132,0,Jade (1995),Thriller
8861,20,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller
480,14,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
82202,2,"Tourist, The (2010)",Drama|Thriller
5804,15,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance
81845,17,"King's Speech, The (2010)",Drama
227,0,Drop Zone (1994),Action|Thriller
2011,10,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
226,17,,
1957,20,Chariots of Fire (1981),Drama
368,20,Maverick (1994),Adventure|Comedy|Western
7139,10,In America (2002),Drama|Romance
488,10,M. Butterfly (1993),Drama|Romance
231,18,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
135,20,Down Periscope (1996),Comedy
2539,10,Analyze This (1999),Comedy
535,29,Short Cuts (1993),Drama
653,10,Dragonheart (1996),Action|Adventure|Fantasy
529,18,Searching for Bobby Fischer (1993),Drama
6058,19,Final Destination 2 (2003),Horror|Thriller
80590,16,Wall Street: Money Never Sleeps (2010),Drama
592,15,Batman (1989),Action|Crime|Thriller
14,18,Nixon (1995),Drama
1210,10,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
3483,9,"Road to El Dorado, The (2000)",Animation|Children
534,9,Shadowlands (1993),Drama|Romance
4128,7,"Lost Boys, The (1987)",Comedy|Horror|Thriller
56174,22,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX
29,12,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
4034,11,Traffic (2000),Crime|Drama|Thriller
7319,16,Club Dread (2004),Comedy|Horror
7569,22,You Only Live Twice (1967),Action|Adventure|Sci-Fi|Thriller
21,22,Get Shorty (1995),Comedy|Crime|Thriller
25,18,Leaving Las Vegas (1995),Drama|Romance
112,5,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
3127,2,Holy Smoke (1999),Comedy|Drama
38038,12,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
3147,5,"Green Mile, The (1999)",Crime|Drama
502,10,"Next Karate Kid, The (1994)",Action|Children|Romance
339,22,While You Were Sleeping (1995),Comedy|Romance
2723,20,Mystery Men (1999),Action|Comedy|Fantasy
784,22,"Cable Guy, The (1996)",Comedy|Thriller
3272,20,Bad Lieutenant (1992),Crime|Drama
1148,10,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
27,10,Now and Then (1995),Children|Drama
5452,3,Look Who's Talking Now (1993),Children|Comedy|Romance
608,2,Fargo (1996),Comedy|Crime|Drama|Thriller
70286,25,District 9 (2009),Mystery|Sci-Fi|Thriller
2700,0,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
187,6,Party Girl (1995),Comedy
8454,5,Luna Papa (1999),Comedy|Drama|Fantasy
112183,17,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),Comedy|Drama
551,22,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
3988,13,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
285,1,Beyond Bedlam (1993),Drama|Horror
370,8,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
4103,2,Empire of the Sun (1987),Action|Adventure|Drama|War
1223,1,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
1653,20,Gattaca (1997),Drama|Sci-Fi|Thriller
481,4,Kalifornia (1993),Drama|Thriller
1093,5,"Doors, The (1991)",Drama
349,18,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
379,18,Timecop (1994),Action|Sci-Fi|Thriller
96079,2,Skyfall (2012),Action|Adventure|Thriller|IMAX
212,12,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
4979,22,"Royal Tenenbaums, The (2001)",Comedy|Drama
160,15,Congo (1995),Action|Adventure|Mystery|Sci-Fi
597,17,Pretty Woman (1990),Comedy|Romance
121,18,"Boys of St. Vincent, The (1992)",Drama
3285,5,"Beach, The (2000)",Adventure|Drama
527,12,Schindler's List (1993),Drama|War
437,9,Cops and Robbersons (1994),Comedy
494,15,Executive Decision (1996),Action|Adventure|Thriller
577,15,Andre (1994),Adventure|Children|Drama
97304,2,Argo (2012),Drama|Thriller
110,18,Braveheart (1995),Action|Drama|War
4135,12,"Monster Squad, The (1987)",Adventure|Comedy|Horror
562,12,Welcome to the Dollhouse (1995),Comedy|Drama
2450,20,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
477,2,What's Love Got to Do with It? (1993),Drama|Musical
1240,20,"Terminator, The (1984)",Action|Sci-Fi|Thriller
213,24,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
8807,13,Harold and Kumar Go to White Castle (2004),Adventure|Comedy
590,15,Dances with Wolves (1990),Adventure|Drama|Western
4886,4,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
259,3,Kiss of Death (1995),Crime|Drama|Thriller
59014,20,Superhero Movie (2008),Action|Comedy|Sci-Fi
222,20,Circle of Friends (1995),Drama|Romance
6874,8,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
1252,29,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
3426,5,Jungle Fever (1991),Drama|Romance
48780,22,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
47,18,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
107314,12,Oldboy (2013),Action|Drama|Mystery
44204,17,Tsotsi (2005),Crime|Drama
105,24,"Bridges of Madison County, The (1995)",Drama|Romance
1263,7,"Deer Hunter, The (1978)",Drama|War
309,9,,
104944,21,Short Term 12 (2013),Drama
2733,16,Vibes (1988),Adventure|Comedy|Romance
246,2,Hoop Dreams (1994),Documentary
60487,3,"It's the Great Pumpkin, Charlie Brown (1966)",Animation|Children|Comedy
5060,20,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
1291,9,Indiana Jones and the Last Crusade (1989),Action|Adventure
248,24,Houseguest (1994),Comedy
842,32,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror
7090,25,Hero (Ying xiong) (2002),Action|Adventure|Drama
332,6,Village of the Damned (1995),Horror|Sci-Fi
922,7,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
26865,18,Fist of Legend (Jing wu ying xiong) (1994),Action|Drama
1080,18,Monty Python's Life of Brian (1979),Comedy
303,20,"Quick and the Dead, The (1995)",Action|Thriller|Western
2174,19,Beetlejuice (1988),Comedy|Fantasy
600,19,Love and a .45 (1994),Action|Comedy|Crime
923,14,Citizen Kane (1941),Drama|Mystery
489,7,Made in America (1993),Comedy
134853,12,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy
159858,3,The Conjuring 2 (2016),Horror
306,3,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
3160,6,Magnolia (1999),Drama
4,6,Waiting to Exhale (1995),Comedy|Drama|Romance
58,18,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
3682,18,Magnum Force (1973),Action|Crime|Drama|Thriller
1220,16,"Blues Brothers, The (1980)",Action|Comedy|Musical
1591,17,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
76,21,Screamers (1995),Action|Sci-Fi|Thriller
171763,4,Baby Driver (2017),Action|Crime|Thriller
3105,24,Awakenings (1990),Drama|Mystery
107159,24,Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6) (1964),Action|Drama
4571,17,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
418,0,Being Human (1993),Drama
1673,7,Boogie Nights (1997),Drama
64,7,Two if by Sea (1996),Comedy|Romance
2858,5,American Beauty (1999),Drama|Romance
457,15,"Fugitive, The (1993)",Thriller
8622,8,Fahrenheit 9/11 (2004),Documentary
287,8,Nina Takes a Lover (1994),Comedy|Romance
2580,15,Go (1999),Comedy|Crime
18,19,Four Rooms (1995),Comedy
4047,18,Gettysburg (1993),Drama|War
90405,10,In Time (2011),Crime|Sci-Fi|Thriller
912,32,Casablanca (1942),Drama|Romance
146,22,"Amazing Panda Adventure, The (1995)",Adventure|Children
24,18,Powder (1995),Drama|Sci-Fi
103228,22,Pacific Rim (2013),Action|Adventure|Sci-Fi|IMAX
4720,2,"Others, The (2001)",Drama|Horror|Mystery|Thriller
1392,2,Citizen Ruth (1996),Comedy|Drama
2490,20,Payback (1999),Action|Thriller
4881,1,"Man Who Wasn't There, The (2001)",Crime|Drama
5072,2,Metropolis (2001),Animation|Sci-Fi
3823,11,Wonderland (1999),Drama
410,11,Addams Family Values (1993),Children|Comedy|Fantasy
377,18,Speed (1994),Action|Romance|Thriller
1769,17,"Replacement Killers, The (1998)",Action|Crime|Thriller
1022,18,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
169,18,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
3355,12,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller
2,6,Jumanji (1995),Adventure|Children|Fantasy
39234,3,North Country (2005),Drama
58295,2,"Bank Job, The (2008)",Action|Crime|Thriller
522,2,Romper Stomper (1992),Action|Drama
4011,0,Snatch (2000),Comedy|Crime|Thriller
4016,22,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
5064,11,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
219,5,"Cure, The (1995)",Drama
3489,5,Hook (1991),Adventure|Comedy|Fantasy
141,5,"Birdcage, The (1996)",Comedy
2605,18,Entrapment (1999),Crime|Thriller
230,2,Dolores Claiborne (1995),Drama|Thriller
7373,10,Hellboy (2004),Action|Adventure|Fantasy|Horror
102445,10,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX
462,29,,
53550,14,Rescue Dawn (2006),Action|Adventure|Drama|War
199,14,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
95167,12,Brave (2012),Action|Adventure|Animation|Children
156371,22,Everybody Wants Some (2016),Comedy
445,12,Fatal Instinct (1993),Comedy
7438,4,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
317,18,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
355,19,"Flintstones, The (1994)",Children|Comedy|Fantasy
453,0,For Love or Money (1993),Comedy|Romance
2431,21,Patch Adams (1998),Comedy|Drama
472,21,I'll Do Anything (1994),Comedy|Drama
2393,20,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
7147,12,Big Fish (2003),Drama|Fantasy|Romance
65982,22,Outlander (2008),Action|Adventure|Sci-Fi
61132,22,Tropic Thunder (2008),Action|Adventure|Comedy|War
594,14,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
3033,8,Spaceballs (1987),Comedy|Sci-Fi
369,8,Mrs. Parker and the Vicious Circle (1994),Drama
2571,6,"Matrix, The (1999)",Action|Sci-Fi|Thriller
918,9,Meet Me in St. Louis (1944),Musical
2628,2,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
2762,8,"Sixth Sense, The (1999)",Drama|Horror|Mystery
149354,22,Sisters (2015),Children|Comedy
72378,4,2012 (2009),Action|Drama|Sci-Fi|Thriller
2947,9,Goldfinger (1964),Action|Adventure|Thriller
191,7,"Scarlet Letter, The (1995)",Drama|Romance
2261,1,One Crazy Summer (1986),Comedy
73266,0,Youth in Revolt (2009),Comedy|Drama|Romance
280,0,Murder in the First (1995),Drama|Thriller
260,15,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
2302,10,My Cousin Vinny (1992),Comedy
239,17,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
7324,2,Hidalgo (2004),Adventure|Drama
3273,20,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
452,20,Widows' Peak (1994),Drama
2094,15,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
66,29,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller
1848,20,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy
1584,20,Contact (1997),Drama|Sci-Fi
580,4,Princess Caraboo (1994),Drama
122918,22,Guardians of the Galaxy 2 (2017),Action|Adventure|Sci-Fi
2380,29,Police Academy 3: Back in Training (1986),Comedy|Crime
517,20,Rising Sun (1993),Action|Drama|Mystery
220,18,Castle Freak (1995),Horror
56563,4,Helvetica (2007),Documentary
5568,29,Johnny Dangerously (1984),Comedy
479,29,Judgment Night (1993),Action|Crime|Thriller
2023,17,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
118900,17,Wild (2014),Drama
41,17,Richard III (1995),Drama|War
142448,5,Everest (2015),Adventure|Drama|Thriller
5378,6,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
1380,10,Grease (1978),Comedy|Musical|Romance
1449,9,Waiting for Guffman (1996),Comedy
313,9,"Swan Princess, The (1994)",Animation|Children
1197,14,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
8464,4,Super Size Me (2004),Comedy|Documentary|Drama
420,4,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
1196,17,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
2553,9,Village of the Damned (1960),Horror|Sci-Fi|Thriller
390,19,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
405,19,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
4734,16,Jay and Silent Bob Strike Back (2001),Adventure|Comedy
495,0,In the Realm of the Senses (Ai no corrida) (1976),Drama
6281,18,Phone Booth (2002),Drama|Thriller
32587,9,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
1663,11,Stripes (1981),Comedy|War
2028,9,Saving Private Ryan (1998),Action|Drama|War
881,18,First Kid (1996),Children|Comedy
1732,6,"Big Lebowski, The (1998)",Comedy|Crime
